
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
0,um,Cell,Image 1,1,ATM,6,
3.38746,um,Cell,Image 1,1,ATM,7,
6.35148,um,Cell,Image 1,1,TVC,8,
5.50462,um,Cell,Image 1,1,TVC,9,
5.08118,um,Cell,Image 1,1,TVC,10,
5.50462,um,Cell,Image 1,1,TVC,11,
