
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
58.3003,um,Surface,1,ATMgroup,0,
18.4068,um,Surface,1,TVCgroup,1,
