
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
40147.7,79012.8,161.515,um,Surface,Position,1,ATMgroup,4,
40196.5,79068.4,131.522,um,Surface,Position,1,TVCgroup,0,
