
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
40316.8,64503.2,-106.965,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,2,
40388.2,64492.4,-106.733,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
