
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
-0.325582,-0.108749,0.939239,um,Surface,Ellipsoid Axis B,1,ATM,4,
0.945258,-0.187447,-0.267115,um,Surface,Ellipsoid Axis B,1,TVCgroup,0,
