
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
3.70629,um,Nucleus,1,TVC,0,100000000,
3.03052,um,Nucleus,1,TVC,1,100000001,
3.94088,um,Nucleus,1,TVC,2,100000002,
3.26092,um,Nucleus,1,TVC,3,100000003,
4.70424,um,Nucleus,1,ATM,4,100000004,
4.42447,um,Nucleus,1,ATM,5,100000005,
