
Cell Center of Image Mass Ch=1 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
31870,58739.1,21.4892,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,0,
31873.7,58743.1,29.8191,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,4,
31865.9,58751.6,31.0827,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,5,
31880.6,58747.6,33.6689,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,6,
31881.9,58758.5,36.6399,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,7,
