
Nucleus Volume
 ==================== 
Nucleus Volume,Unit,Category,Time,Default Labels,CellID,ID,
520.024,um^3,Nucleus,1,TVC,0,100000000,
506.717,um^3,Nucleus,1,TVC,1,100000001,
281.089,um^3,Nucleus,1,TVC,2,100000002,
173.949,um^3,Nucleus,1,TVC,3,100000003,
171.92,um^3,Nucleus,1,TVC,4,100000004,
122.476,um^3,Nucleus,1,TVC,5,100000005,
