
Nucleus Distance from Position to Cell Membrane
 ==================== 
Nucleus Distance from Position to Cell Membrane,Unit,Category,Time,Default Labels,CellID,ID,
4.84475,um,Nucleus,1,TVC,0,100000000,
4.85283,um,Nucleus,1,TVC,1,100000001,
4.22554,um,Nucleus,1,TVC,2,100000002,
3.56824,um,Nucleus,1,TVC,3,100000003,
3.5456,um,Nucleus,1,TVC,4,100000004,
3.29639,um,Nucleus,1,TVC,5,100000005,
