
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
1131.48,um^3,Cell,1,TVC,5,
1210.58,um^3,Cell,1,TVC,6,
2422.26,um^3,Cell,1,TVC,7,
2558.16,um^3,Cell,1,TVC,8,
8849.05,um^3,Cell,1,ATM,9,
10777.4,um^3,Cell,1,ATM,10,
