
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
3.28962,um,Nucleus,1,TVC,0,100000000,
3.08626,um,Nucleus,1,TVC,1,100000001,
3.39358,um,Nucleus,1,TVC,2,100000002,
3.9251,um,Nucleus,1,ATM,3,100000003,
4.14437,um,Nucleus,1,ATM,4,100000004,
