
Cell Nucleus to Cytoplasm Volume Ratio
 ==================== 
Cell Nucleus to Cytoplasm Volume Ratio,Unit,Category,Time,Default Labels,ID,
0.136091,,Cell,1,TVC,0,
0.113717,,Cell,1,TVC,1,
0.167017,,Cell,1,TVC,2,
0.194077,,Cell,1,TVC,3,
0.128736,,Cell,1,ATM,6,
0.109982,,Cell,1,ATM,7,
