
Nucleus Ellipsoid Axis Length B
 ==================== 
Nucleus Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,CellID,ID,
3.96669,um,Nucleus,1,TVC,0,100000000,
3.9461,um,Nucleus,1,TVC,1,100000001,
4.13715,um,Nucleus,1,TVC,2,100000002,
3.0047,um,Nucleus,1,TVC,3,100000003,
6.14117,um,Nucleus,1,ATM,6,100000006,
5.68045,um,Nucleus,1,ATM,7,100000007,
