
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
44557,58598.9,224.314,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
44502.8,58568.4,198.553,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
