
Cell Area
 ==================== 
Cell Area,Unit,Category,Time,Default Labels,ID,
2302.17,um^2,Cell,1,ATM,0,
3055.17,um^2,Cell,1,ATM,1,
887.173,um^2,Cell,1,TVC,2,
3389.4,um^2,Cell,1,ATM,3,
1443.69,um^2,Cell,1,TVC,4,
