
Cell Ellipsoid Axis A
 ==================== 
Cell Ellipsoid Axis A X,Cell Ellipsoid Axis A Y,Cell Ellipsoid Axis A Z,Unit,Category,Collection,Time,Default Labels,ID,
0.99072,-0.0662417,0.11868,um,Cell,Cell Ellipsoid Axis A,1,ATM,0,
0.992293,-0.115201,0.0456441,um,Cell,Cell Ellipsoid Axis A,1,ATM,1,
0.329339,0.139175,0.933898,um,Cell,Cell Ellipsoid Axis A,1,TVC,2,
0.39861,-0.232406,0.887185,um,Cell,Cell Ellipsoid Axis A,1,TVC,3,
0.815537,0.498399,0.294106,um,Cell,Cell Ellipsoid Axis A,1,TVC,5,
0.29956,0.0573296,0.952353,um,Cell,Cell Ellipsoid Axis A,1,TVC,7,
