
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.291346,,Cell,1,ATM,0,
0.310005,,Cell,1,ATM,1,
0.187283,,Cell,1,TVC,2,
0.23673,,Cell,1,TVC,3,
0.339996,,Cell,1,TVC,5,
0.325673,,Cell,1,TVC,7,
