
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.0956347,-0.983733,-0.152064,um,Surface,Ellipsoid Axis C,1,ATM,3,
-0.968838,-0.181178,0.168899,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
