
Nucleus Distance from Nucleus Membrane to Cell Membrane
 ==================== 
Nucleus Distance from Nucleus Membrane to Cell Membrane,Unit,Category,Time,Default Labels,CellID,ID,
0.283978,um,Nucleus,1,ATM,0,100000000,
1.13108,um,Nucleus,1,ATM,1,100000001,
0.28394,um,Nucleus,1,TVC,2,100000002,
1.0417,um,Nucleus,1,TVC,3,100000003,
0.283973,um,Nucleus,1,TVC,4,100000004,
0.283944,um,Nucleus,1,TVC,5,100000005,
