
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
43744.8,59587.3,174.269,um,Surface,Position,1,ATM,0,
43706.7,59614.1,155.192,um,Surface,Position,1,TVCgroup,1,
