
Center of Image Mass Ch=1 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
40473,56695.5,67.5621,um,Surface,1,Center of Image Mass,Image 1,1,ATM,5,
40451.6,56726.6,44.4492,um,Surface,1,Center of Image Mass,Image 1,1,TVCgroup,0,
