
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
10.8581,um,Surface,1,TVCgroup,0,
9.71568,um,Surface,1,ATMgroup,4,
