
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
32407.8,91231.6,-166.544,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,4,
32484.8,91177.9,-183.693,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
