
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
46838,36485,193.564,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
46893.6,36556.3,205.46,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
