
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
2879.87,um^3,Cell,1,TVC,0,
2192.95,um^3,Cell,1,TVC,1,
5942.16,um^3,Cell,1,TVC,2,
8537.82,um^3,Cell,1,ATM,3,
7789.19,um^3,Cell,1,ATM,4,
