
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.679361,,Cell,1,ATM,5,
0.716326,,Cell,1,ATM,6,
0.434492,,Cell,1,TVC,8,
0.260486,,Cell,1,ATM,9,
0.348375,,Cell,1,TVC,10,
0.63074,,Cell,1,ATM,11,
