
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
9.37875,um,Surface,1,ATMgroup,0,
7.62022,um,Surface,1,TVCgroup,2,
