
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.447952,,Cell,1,TVC,1,
0.368846,,Cell,1,TVC,2,
0.44962,,Cell,1,TVC,3,
0.227187,,Cell,1,TVC,4,
0.520008,,Cell,1,ATM,5,
0.399189,,Cell,1,ATM,6,
