
Cell Nucleus to Cytoplasm Volume Ratio
 ==================== 
Cell Nucleus to Cytoplasm Volume Ratio,Unit,Category,Time,Default Labels,ID,
0.116684,,Cell,1,ATM,2,
0.103233,,Cell,1,ATM,3,
0.147785,,Cell,1,TVC,5,
0.179604,,Cell,1,TVC,6,
0.132574,,Cell,1,TVC,7,
0.174943,,Cell,1,TVC,8,
