
Cell Center of Image Mass Ch=2 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
32575.9,58822.3,55.2481,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,0,
32599.4,58849.4,58.1212,um,Cell,2,Cell Center of Image Mass,Image 1,1,ATM,1,
32594.7,58797.9,77.0636,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,4,
32586.1,58806.7,83.6947,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,5,
32600.2,58795.9,86.6869,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,6,
32593.9,58805.6,86.7003,um,Cell,2,Cell Center of Image Mass,Image 1,1,TVC,7,
