
BoundingBoxAA Length
 ==================== 
BoundingBoxAA Length X,BoundingBoxAA Length Y,BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,ID,
85.0781,61.0156,32.217,um,Surface,BoundingBoxAA Length,1,ATMgroup,4,
28.6406,34.6172,31.7931,um,Surface,BoundingBoxAA Length,1,TVCgroup,0,
