
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.608548,,Cell,1,ATM,0,
0.375527,,Cell,1,ATM,1,
0.376378,,Cell,1,TVC,5,
0.220073,,Cell,1,TVC,7,
0.317349,,Cell,1,TVC,8,
