
Cell Distance to Image Border XYZ Img=1
 ==================== 
Cell Distance to Image Border XYZ,Unit,Category,Image,Time,Default Labels,ID,
16.0904,um,Cell,Image 1,1,TVC,0,
10.5858,um,Cell,Image 1,1,TVC,1,
13.5498,um,Cell,Image 1,1,TVC,2,
23.2887,um,Cell,Image 1,1,TVC,3,
15.6172,um,Cell,Image 1,1,ATM,4,
17.7841,um,Cell,Image 1,1,ATM,5,
16.9373,um,Cell,Image 1,1,ATM,6,
