
Nucleus BoundingBoxAA Length
 ==================== 
Nucleus BoundingBoxAA Length X,Nucleus BoundingBoxAA Length Y,Nucleus BoundingBoxAA Length Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
9.67578,10.2461,9.73894,um,Nucleus,Nucleus BoundingBoxAA Length,1,ATM,0,100000000,
5.40625,6.54688,8.89208,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,1,100000001,
3.98438,5.12109,6.35148,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,2,100000002,
6.54297,5.69141,7.19835,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,3,100000003,
6.26172,6.82813,9.31551,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,4,100000004,
4.83984,5.69141,5.08118,um,Nucleus,Nucleus BoundingBoxAA Length,1,TVC,5,100000005,
