
BoundingBoxOO Length
 ==================== 
BoundingBoxOO Length A,BoundingBoxOO Length B,BoundingBoxOO Length C,Unit,Category,Collection,Time,Default Labels,ID,
13.125,25.7754,61.3164,um,Surface,BoundingBoxOO Length,1,ATMgroup,0,
12.9648,27.7812,32.0273,um,Surface,BoundingBoxOO Length,1,TVCgroup,2,
