
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
7526.1,um^3,Cell,1,ATM,4,
5983.57,um^3,Cell,1,ATM,5,
1710.42,um^3,Cell,1,TVC,8,
2365.86,um^3,Cell,1,TVC,9,
1886.19,um^3,Cell,1,TVC,10,
1832.85,um^3,Cell,1,TVC,11,
