
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
36093.1,89255.6,148.592,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
36051.9,89218.8,120.912,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
