
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
38949.4,42095.8,79.3626,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,0,
38864.8,42135.4,76.1762,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,2,
