
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
6.03296,um,Cell,1,ATM,0,
7.45742,um,Cell,1,TVC,3,
6.95228,um,Cell,1,TVC,4,
4.08611,um,Cell,1,TVC,5,
7.12173,um,Cell,1,TVC,6,
5.44615,um,Cell,1,TVC,10,
