
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
35083.6,58215.9,24.2946,um,Surface,Position,1,ATMgroup,0,
35046.1,58177.9,34.796,um,Surface,Position,1,TVCgroup,1,
