
Ellipsoid Axis B
 ==================== 
Ellipsoid Axis B X,Ellipsoid Axis B Y,Ellipsoid Axis B Z,Unit,Category,Collection,Time,Default Labels,ID,
0.601359,-0.249199,-0.759123,um,Surface,Ellipsoid Axis B,1,ATMgroup,0,
0.337949,-0.939917,0.0484468,um,Surface,Ellipsoid Axis B,1,TVCgroup,1,
