
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
42467.6,56205.5,79.9379,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
42458.6,56296.3,84.3233,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
