
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
18.006,um,Surface,1,TVCgroup,0,
49.3775,um,Surface,1,ATMgroup,4,
