
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default Labels,ID,
43869.3,44919.3,93.5669,um,Surface,Position,1,ATMgroup,0,
43894.9,44862.6,102.274,um,Surface,Position,1,TVCgroup,1,
