
Ellipsoid Axis Length C
 ==================== 
Ellipsoid Axis Length C,Unit,Category,Time,Default Labels,ID,
18.6807,um,Surface,1,TVCgroup,0,
57.2129,um,Surface,1,ATMgroup,4,
