
Nucleus Ellipsoid Axis C
 ==================== 
Nucleus Ellipsoid Axis C X,Nucleus Ellipsoid Axis C Y,Nucleus Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,CellID,ID,
0.697423,-0.714699,-0.0529746,um,Nucleus,Nucleus Ellipsoid Axis C,1,ATM,6,100000006,
-0.582813,0.732446,0.351926,um,Nucleus,Nucleus Ellipsoid Axis C,1,ATM,7,100000007,
-0.149234,-0.0887051,0.984815,um,Nucleus,Nucleus Ellipsoid Axis C,1,TVC,0,100000000,
0.125116,0.23181,0.964681,um,Nucleus,Nucleus Ellipsoid Axis C,1,TVC,1,100000001,
0.2697,0.168696,0.948052,um,Nucleus,Nucleus Ellipsoid Axis C,1,TVC,3,100000003,
0.0407376,-0.0625728,-0.997209,um,Nucleus,Nucleus Ellipsoid Axis C,1,TVC,5,100000005,
