
Cell Ellipsoid Axis Length B
 ==================== 
Cell Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
8.73753,um,Cell,1,TVC,0,
8.59372,um,Cell,1,TVC,1,
9.5413,um,Cell,1,ATM,2,
8.82977,um,Cell,1,TVC,3,
8.18986,um,Cell,1,TVC,4,
11.0186,um,Cell,1,ATM,5,
