
Cell Center of Image Mass Ch=1 Img=1
 ==================== 
Cell Center of Image Mass X,Cell Center of Image Mass Y,Cell Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
31372.8,42549.8,11.7625,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,0,
31353.9,42563.9,15.8395,um,Cell,1,Cell Center of Image Mass,Image 1,1,ATM,1,
31357,42623,26.61,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,2,
31359.3,42634.4,35.4798,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,3,
31359.4,42626.9,37.4772,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,4,
31355.9,42619.7,38.4809,um,Cell,1,Cell Center of Image Mass,Image 1,1,TVC,5,
