
Ellipsoid Axis Length B
 ==================== 
Ellipsoid Axis Length B,Unit,Category,Time,Default Labels,ID,
11.0492,um,Surface,1,ATMgroup,0,
14.3522,um,Surface,1,TVCgroup,2,
