
Cell Sphericity
 ==================== 
Cell Sphericity,Unit,Category,Time,Default Labels,ID,
0.36264,,Cell,1,TVC,0,
0.505693,,Cell,1,TVC,1,
0.524714,,Cell,1,TVC,2,
0.456307,,Cell,1,TVC,3,
0.484095,,Cell,1,TVC,4,
