
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
37448.7,52287.7,170.626,um,Surface,Center of Homogeneous Mass,1,ATMgroup,0,
37484.6,52229.7,139.036,um,Surface,Center of Homogeneous Mass,1,TVCgroup,2,
