
Cell Volume
 ==================== 
Cell Volume,Unit,Category,Time,Default Labels,ID,
9399.49,um^3,Cell,1,ATM,0,
5760.03,um^3,Cell,1,TVC,6,
3168.59,um^3,Cell,1,TVC,7,
2936.3,um^3,Cell,1,TVC,8,
1591.43,um^3,Cell,1,TVC,9,
1586.69,um^3,Cell,1,TVC,10,
