
Cell Ellipticity (prolate)
 ==================== 
Cell Ellipticity (prolate),Unit,Category,Time,Default Labels,ID,
0.302978,,Cell,1,TVC,4,
0.23966,,Cell,1,TVC,5,
0.249239,,Cell,1,TVC,6,
0.497216,,Cell,1,TVC,7,
0.567625,,Cell,1,ATM,8,
0.723015,,Cell,1,ATM,11,
