
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
43786,65448.6,128.018,um,Surface,Center of Homogeneous Mass,1,ATM,0,
43818.4,65382.6,121.652,um,Surface,Center of Homogeneous Mass,1,TVCgroup,1,
