
Center of Homogeneous Mass
 ==================== 
Center of Homogeneous Mass X,Center of Homogeneous Mass Y,Center of Homogeneous Mass Z,Unit,Category,Collection,Time,Default Labels,ID,
39411.5,23555.7,22.479,um,Surface,Center of Homogeneous Mass,1,ATMgroup,4,
39480.8,23483.3,2.08691,um,Surface,Center of Homogeneous Mass,1,TVCgroup,0,
