
Center of Image Mass Ch=2 Img=1
 ==================== 
Center of Image Mass X,Center of Image Mass Y,Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,Default Labels,ID,
39411.6,23556.4,21.6266,um,Surface,2,Center of Image Mass,Image 1,1,ATMgroup,4,
39480.7,23483.4,1.88146,um,Surface,2,Center of Image Mass,Image 1,1,TVCgroup,0,
