
Ellipsoid Axis C
 ==================== 
Ellipsoid Axis C X,Ellipsoid Axis C Y,Ellipsoid Axis C Z,Unit,Category,Collection,Time,Default Labels,ID,
0.269061,-0.942744,0.197079,um,Surface,Ellipsoid Axis C,1,ATM,6,
0.182635,0.00039197,0.983181,um,Surface,Ellipsoid Axis C,1,TVCgroup,0,
