
Nucleus Ellipsoid Axis Length A
 ==================== 
Nucleus Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,CellID,ID,
2.51467,um,Nucleus,1,TVC,0,100000000,
2.45885,um,Nucleus,1,TVC,1,100000001,
3.8778,um,Nucleus,1,TVC,2,100000002,
2.72934,um,Nucleus,1,ATM,3,100000003,
2.26002,um,Nucleus,1,TVC,4,100000004,
2.17019,um,Nucleus,1,TVC,5,100000005,
