
Nucleus Sphericity
 ==================== 
Nucleus Sphericity,Unit,Category,Time,Default Labels,CellID,ID,
0.626316,,Nucleus,1,ATM,0,100000000,
0.642233,,Nucleus,1,TVC,1,100000001,
0.655612,,Nucleus,1,TVC,2,100000002,
0.610276,,Nucleus,1,ATM,3,100000003,
0.637899,,Nucleus,1,TVC,4,100000004,
0.64969,,Nucleus,1,TVC,5,100000005,
