
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
4.20124,um,Cell,1,TVC,0,
5.10983,um,Cell,1,TVC,1,
3.46477,um,Cell,1,TVC,2,
5.87418,um,Cell,1,TVC,3,
6.10191,um,Cell,1,TVC,4,
4.67441,um,Cell,1,TVC,5,
6.67752,um,Cell,1,ATM,6,
8.21653,um,Cell,1,ATM,7,
6.97168,um,Cell,1,ATM,8,
