
Nucleus Distance from Position to Cell Membrane
 ==================== 
Nucleus Distance from Position to Cell Membrane,Unit,Category,Time,Default Labels,CellID,ID,
2.98743,um,Nucleus,1,TVC,0,100000000,
3.31428,um,Nucleus,1,TVC,1,100000001,
2.43077,um,Nucleus,1,TVC,2,100000002,
2.81993,um,Nucleus,1,TVC,3,100000003,
2.43457,um,Nucleus,1,TVC,4,100000004,
2.01436,um,Nucleus,1,TVC,5,100000005,
3.81708,um,Nucleus,1,ATM,6,100000006,
4.10227,um,Nucleus,1,ATM,7,100000007,
4.52947,um,Nucleus,1,ATM,8,100000008,
