
Cell Ellipsoid Axis Length A
 ==================== 
Cell Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
5.27007,um,Cell,1,TVC,0,
5.1212,um,Cell,1,TVC,2,
7.4905,um,Cell,1,ATM,6,
6.43514,um,Cell,1,ATM,7,
6.60491,um,Cell,1,ATM,8,
6.6887,um,Cell,1,ATM,9,
