
Cell Cytoplasm Volume
 ==================== 
Cell Cytoplasm Volume,Unit,Category,Time,Default Labels,ID,
1899.61,um^3,Cell,1,TVC,1,
978.586,um^3,Cell,1,TVC,2,
3803.98,um^3,Cell,1,ATM,3,
3641.23,um^3,Cell,1,ATM,4,
6807.3,um^3,Cell,1,ATM,5,
