
Ellipsoid Axis Length A
 ==================== 
Ellipsoid Axis Length A,Unit,Category,Time,Default Labels,ID,
7.45756,um,Surface,1,ATMgroup,0,
6.8109,um,Surface,1,TVCgroup,1,
